redispatch_name,plant_id,matched_name,fueltype,capacity_mw,confidence,source,reasoning,needs_review
50H UW Wessin,142508,Wessin,Wind,84.00000000000001,high,claude,"Wessin (id=142508) is an 84 MW Wind Onshore plant at 53.562°N 11.719°E, directly matching 'UW Wessin' (Umspannwerk Wessin) with the correct renewable energy type under 50Hertz.",
50H OWP Baltic Eagle,32180,Baltic Eagle,Wind,476.24999999999994,high,claude,Baltic Eagle (id=32180) is a 476.2 MW Wind Offshore plant at 54.830°N 13.858°E — an exact name match for the offshore wind park 'OWP Baltic Eagle' under 50Hertz.,
Reservekraftwerk Heilbronn Block 6,318,Heilbronn,Hard Coal,1028.0,high,claude,Heilbronn (id=318) is a 1028 MW Hard Coal Steam Turbine at 49.175°N 9.208°E — a direct name match; Block 6 is a specific generation unit at the Heilbronn power plant operated by EnBW.,
München Nord 2,739,Swm Nord,Natural Gas,377.0,high,claude,"SWM Nord (id=739) is a 377 MW Natural Gas Steam Turbine at 48.181°N 11.638°E, corresponding to the Stadtwerke München Heizkraftwerk Nord — 'München Nord 2' refers to unit 2 at this plant.",
WP Emsland,,,,,none,unmatched,None of the 20 candidates (all named 'An' with small capacities and coordinates not matching Emsland) plausibly correspond to a wind park named 'WP Emsland'; no suitable match is available.,YES
OWP UW Diele,138696,Uw,Wind,2.35,low,claude,"Id=138696 'Uw' is a Wind Onshore plant at 53.637°N 7.502°E, which is geographically close to the Diele substation area in Lower Saxony/Emsland; this is the closest candidate, though no exact match is present.",YES
NIEDERAUSSEM_H,312,Niederaussem,Lignite,3109.0,high,claude,Niederaussem (id=312) is a 3109 MW Lignite Steam Turbine at 50.991°N 6.670°E — a direct name match; '_H' denotes a specific lignite unit (Block H) at the Niederaussem plant operated by RWE.,
NIEDERAUSSEM_G,312,Niederaussem,Lignite,3109.0,high,claude,"Niederaussem (id=312) is the same Lignite Steam Turbine plant — '_G' denotes Block G, another generation unit at the Niederaussem power station.",
NEURATH_G,272,Neurath,Lignite,4211.0,high,claude,Neurath (id=272) is a 4211 MW Lignite Steam Turbine at 51.038°N 6.612°E — a direct name match; '_G' refers to Block G at the RWE Neurath lignite power plant.,
50H Erfurt-Ost HKW GuD,1518,Gud Erfurt Ost,Natural Gas,123.5,high,claude,Gud Erfurt Ost (id=1518) is a 123.5 MW Natural Gas CCGT at 51.019°N 11.041°E — a direct match for 'Erfurt-Ost HKW GuD' (Heizkraftwerk GuD Erfurt-Ost) under 50Hertz.,
50H UW Altentreptow,28046,Altentreptow Wka,Wind,30.0,high,claude,"Altentreptow Wka is a 30 MW wind onshore plant located at 53.699°N 13.208°E, directly matching the Altentreptow location and being the largest wind plant in the area. The 'UW' prefix (Umspannwerk/substation) indicates the substation area, and this is the primary wind farm entry for Altentreptow.",
50H UW Schönewalde,,,,,none,unmatched,"No candidate clearly matches a wind park at Schönewalde (Brandenburg area near 51.8°N 13.2°E). The closest name match 'Schonewalde' (id=3072) is a 3 MW Solar PV, and Windpark Schonwalde (id=152288) is near 51.963°N 13.773°E which is some distance away; neither is a convincing match for a UW (substation) aggregation point.",YES
50H Leipzig Nord GuD,1171,Leipzig Nord,Natural Gas,225.414,high,claude,"Leipzig Nord (id=1171) is a 225.4 MW Natural Gas CCGT located at 51.351°N 12.378°E, directly matching the name 'Leipzig Nord GuD' (GuD = Gas und Dampf = CCGT).",
BIBLIS_GT (bnBm),4901,Bnbm Gaskw Bib Gt,Natural Gas,378.4,high,claude,"Id=4901 'Bnbm Gaskw Bib Gt' is a 378.4 MW Natural Gas OCGT located at 49.706°N 8.415°E, directly matching Biblis GT operated by bnNetze/bnBm near the Biblis site.",
Netzreservekraftwerk BERGKAMEN_A,274,Bergkamen,Hard Coal,722.3,high,claude,"Bergkamen (id=274) is a 722.3 MW Hard Coal Steam Turbine at 51.634°N 7.647°E; Bergkamen power plant block A is the well-known Netzreservekraftwerk (grid reserve power plant) in Bergkamen, NRW.",
Grosskraftwerk Mannheim Block 9,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,high,claude,"Grosskraftwerk Mannheim (id=1083) is the 1983 MW Hard Coal plant at 49.447°N 8.493°E; Block 9 is one of the blocks within this plant, and the database entry aggregates the entire plant.",
NIEDERAUSSEM_K,312,Niederaussem,Lignite,3109.0,high,claude,Niederaussem (id=312) is the 3109 MW Lignite Steam Turbine plant at 50.991°N 6.670°E; block K is one of the modern BoA units at Niederaussem.,
Heizkraftwerk_Pforzheim,1088,Pforzheim,Hard Coal,80.76,high,claude,"Pforzheim (id=1088) is an 80.8 MW Hard Coal Steam Turbine at 48.906°N 8.724°E, directly matching the Heizkraftwerk Pforzheim.",
UPM Schongau HKW3,,,,,none,unmatched,"No candidate in the list matches UPM Schongau (a paper mill CHP plant in Schongau, Bavaria). None of the generic BHKW or MHKW entries can be confidently identified as the UPM Schongau HKW3.",YES
50H Hamburg Tiefstack 2 HKW SK,730,Tiefstack,Hard Coal,154.0,high,claude,"Tiefstack (id=730) is a 154 MW Hard Coal Steam Turbine at 53.526°N 10.066°E, which is the Heizkraftwerk (HKW) Tiefstack in Hamburg; 'SK' likely refers to a steam/condensing unit at block 2 of this plant.",
Grosskraftwerk Mannheim Block 6,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,high,claude,"Grosskraftwerk Mannheim (id=1083) is the 1983 MW Hard Coal plant at 49.447°N 8.493°E; Block 6 is one of the blocks within this plant, aggregated under the same database entry.",
Irsching 4,721,Irsching,Natural Gas,2137.0,high,claude,Irsching (id=721) is a 2137 MW Natural Gas CCGT plant at 48.768°N 11.580°E; Irsching 4 is one of the well-known CCGT blocks (450 MW) at this site.,
Leitzach Pool,298,Swm Leitzach,Hydro,93.333,high,claude,"Swm Leitzach (id=298) is a 93.3 MW Hydro Pumped Storage plant at 47.881°N 11.874°E, which is the SWM Leitzachwerk hydro system in Bavaria — the only Leitzach-related candidate.",
STUMMHAFEN_10,,,,,none,unmatched,"No candidate clearly matches 'Stummhafen' — this appears to be a specific industrial harbor plant not represented among the listed candidates; Hafen entries (id=1163, 3288) are in Bremen (53.125°N), not a Stumm facility.",YES
WEISWEILER_H,258,Weissweiler,Lignite,2361.0,high,claude,"Weissweiler (id=258) is the 2361 MW Lignite Steam Turbine plant at 50.837°N 6.319°E, matching Weisweiler power plant; block H is one of the units at this RWE lignite plant.",
50H Hamburg MMB BHKW PtH,,,,,none,unmatched,"MMB (likely Moorburg or a Hamburg-specific operator abbreviation) BHKW PtH (Power-to-Heat) does not clearly match any of the generic BHKW biogas candidates listed, none of which are identifiable as a Hamburg MMB Power-to-Heat unit.",YES
50H Berlin Reuter West,727,Reuter West,Hard Coal,688.0,high,claude,"Reuter West (id=727) is a 688 MW Hard Coal Steam Turbine at 52.532°N 13.242°E, exactly matching the well-known Heizkraftwerk Reuter West in Berlin.",
50H Leipzig Süd GuD,3654,Leipzig Sud Gta,Natural Gas,132.341,high,claude,"Leipzig Sud Gta (id=3654) is a 132.3 MW Natural Gas CCGT at 51.297°N 12.385°E, directly matching 'Leipzig Süd GuD' (GuD = Gas und Dampf = CCGT, Süd = south Leipzig).",
Heizkraftwerk Altbach/Deizisau GT E,265,Altbach Deizisau,Hard Coal,1004.0,high,claude,Altbach Deizisau (id=265) is the 1004 MW Hard Coal Steam Turbine plant at 48.718°N 9.372°E; GT E refers to a gas turbine unit E at this Heizkraftwerk site (Altbach/Deizisau also has gas turbine peakers).,
Frankfurt West 4,,,,,none,unmatched,"No candidate clearly matches a 'Frankfurt West' power plant unit 4; the generic 'West' entries (id=1086, 1149) are in Hannover/Braunschweig area, and no Frankfurt-West specific plant is identifiable among the candidates.",YES
GUD_HERNE_6,1117,Gud Herne,Natural Gas,657.0,high,claude,"The name 'GUD_HERNE_6' directly refers to the GUD (Gas- und Dampfturbinen) plant in Herne, matching id=1117 'Gud Herne' which is a Natural Gas CCGT at 657 MW located at 51.549°N 7.183°E in Herne.",
Heizkraftwerk Altbach/Deizisau Block 2,265,Altbach Deizisau,Hard Coal,1004.0,high,claude,"The redispatch name directly references the Heizkraftwerk at Altbach/Deizisau; id=265 'Altbach Deizisau' is a Hard Coal Steam Turbine at 1004 MW at the correct coordinates 48.718°N 9.372°E, covering both blocks of that plant.",
Thyrow D (SysRel),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,"All 'Thyrow' entries (C, D, E) refer to the Gasturbinenkraftwerk Thyrow (id=3248), a Natural Gas OCGT at 186.8 MW near 52.230°N 13.302°E; the letter suffix (D) denotes a specific gas turbine unit within that plant.",
Thyrow E (SysRel),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,"Same as Thyrow D — 'Thyrow E' is another unit of the Gasturbinenkraftwerk Thyrow (id=3248), the only Thyrow gas turbine plant in the candidate list.",
Thyrow C (SysRel),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,"Same as Thyrow D/E — 'Thyrow C' is another unit of the Gasturbinenkraftwerk Thyrow (id=3248), the only Thyrow gas turbine plant in the candidate list.",
Netzreservekraftwerk Darmstadt/GTKW GT11,3299,Gtkw Darmstadt,Natural Gas,93.0,high,claude,"The name explicitly references the GTKW (Gasturbinenkraftwerk) Darmstadt; id=3299 'Gtkw Darmstadt' is a Natural Gas OCGT at 93 MW at 49.886°N 8.649°E, which is the correct plant.",
Marbach GT 4 (bnBm),3275,Marbach,Oil,735.9,high,claude,"The name references Marbach GT 4, which is a gas turbine unit at the Marbach power plant; id=3275 'Marbach' is an Oil OCGT at 735.9 MW at 48.927°N 9.231°E, the known peaker plant at Marbach am Neckar.",
NIEHL-II,1148,Gud Niehl Rheinenergie,Natural Gas,874.0,high,claude,"'NIEHL-II' refers to the Niehl II power plant in Cologne operated by RheinEnergie; id=1148 'Gud Niehl Rheinenergie' is a Natural Gas CCGT at 874 MW at 50.974°N 6.988°E, which matches perfectly.",
Reservekraftwerk Heilbronn Block 5,318,Heilbronn,Hard Coal,1028.0,high,claude,"The name references the Heilbronn power station Block 5; id=318 'Heilbronn' is the large Hard Coal Steam Turbine plant at 1028 MW at 49.175°N 9.208°E, which encompasses multiple blocks including Block 5.",
Gebersdorf GT,,,,,none,unmatched,"No candidate in the list explicitly references Gebersdorf (a district of Nuremberg); the generic 'Gt' entries lack location data matching Gebersdorf (approx. 49.44°N 11.02°E), and no suitable match can be confirmed.",YES
Frankfurt West 2,,,,,low,unmatched,"No candidate clearly matches a 'Frankfurt West' power plant block 2; id=1149 'West' is located in Wolfsburg (52.442°N) not Frankfurt, and no Frankfurt-area conventional block plant is present in the candidates.",YES
Irsching 6 (bnBm),721,Irsching,Natural Gas,2137.0,high,claude,"'Irsching 6' is a unit at the Irsching power plant complex; id=721 'Irsching' is a Natural Gas CCGT at 2137 MW at 48.768°N 11.580°E, the only Irsching entry in the candidate list.",
50H Dresden-Nossen,1154,Gasturbinen Nossener Brucke,Natural Gas,260.0,high,claude,"'Dresden-Nossen' refers to the gas turbine plant at Nossener Brücke in Dresden; id=1154 'Gasturbinen Nossener Brucke' is a Natural Gas CCGT at 260 MW at 51.042°N 13.708°E, which directly matches.",
50H Dresden-Reick,3418,Gasmotoren Dresden Reick,Natural Gas,92.0,high,claude,"'Dresden-Reick' directly references the Dresden Reick plant; id=3418 'Gasmotoren Dresden Reick' is a Natural Gas CCGT at 92 MW at 51.026°N 13.784°E, which matches perfectly.",
Linden GKL GT 1,70338,Gt,Natural Gas,70.0,medium,claude,GKL (Gemeinschaftskraftwerk Linden) in Hanover operates gas turbines; id=70338 'Gt' at 70 MW Natural Gas located at 52.372°N 9.715°E (Hanover area) is the most plausible GT match for the Linden plant gas turbine unit.,
Datteln_4,325,Datteln,Hard Coal,1055.156,high,claude,"'Datteln_4' refers to the Datteln 4 hard coal power plant unit; id=325 'Datteln' is a Hard Coal Steam Turbine at 1055.2 MW at 51.662°N 7.303°E, which is the correct plant.",
Linden GKL DT,128306,Si Dt,Other,16.8,medium,claude,GKL (Gemeinschaftskraftwerk Linden) in Hanover also has a steam turbine (DT = Dampfturbine); id=128306 'Si Dt' at 16.8 MW at 52.419°N 9.375°E is in the Hanover/Linden area and is the best DT match among candidates.,
Netzreservekraftwerk Darmstadt/GTKW GT12,3299,Gtkw Darmstadt,Natural Gas,93.0,high,claude,Same plant as GT11 — 'GTKW GT12' is another gas turbine unit at the Gasturbinenkraftwerk Darmstadt; id=3299 'Gtkw Darmstadt' is the only GTKW Darmstadt entry in the candidate list.,
WP_JUECHEN A44N,,,,,none,unmatched,"No candidate in the list references a wind park near Jüchen (A44 motorway corridor, NRW); the generic 'Wp' entries shown are in the Rhineland-Palatinate area (~49.68°N 6.9°E), not near Jüchen (~51.1°N 6.5°E).",YES
50H Stralsund BHKW+PtH,,,,,none,unmatched,No candidate in the list references a BHKW in Stralsund (approx. 54.31°N 13.09°E); all listed BHKW entries are either biogas plants in other regions or lack location data matching Stralsund.,YES
ReserveKW Zolling 5,257,Zolling,Hard Coal,472.0,high,claude,"Zolling is a hard coal steam turbine plant at 48.455°N 11.796°E, matching the location exactly. The redispatch name 'Zolling 5' refers to block 5 of the Zolling power plant (id=257).",
Netzreservekraftwerk HERNE_4,317,Herne,Hard Coal,435.0,high,claude,"Herne (id=317) is the hard coal steam turbine plant at Herne with 435 MW; 'HERNE_4' refers to block 4 of the Herne coal power station, which matches this entry.",
Itzehoe,8609,Gasturbinenkraftwerk Itzehoe,Oil,87.0,high,claude,"Gasturbinenkraftwerk Itzehoe (id=8609) is the only candidate located in Itzehoe (53.966°N 9.450°E), matching both name and location perfectly.",
ReserveKW Staudinger 4,699,Staudinger,Hard Coal,1102.0,high,claude,"Staudinger (id=699) is the hard coal steam turbine at 50.088°N 8.952°E; 'Staudinger 4' refers to block 4 of the Staudinger power plant, which is well-known as a reserve unit under TenneT.",
50H InfraLeuna IKW,77822,Ikw,Oil,227.5,medium,claude,"IKW stands for Industriekraftwerk; id=77822 'Ikw' is an Oil Steam Turbine at 227.5 MW near the Schwedt/Oder area, but InfraLeuna is a chemical site in Leuna (Saxony-Anhalt). None of the candidates explicitly mention Leuna, but 'Ikw' (id=77822) is the closest abbreviation match for an industrial power plant. However, confidence is medium as the location (53.090°N 14.227°E) does not match Leuna (51.3°N 12.0°E).",
50H Berlin Lichterfelde,1172,Lichterfelde,Natural Gas,300.0,high,claude,"Lichterfelde (id=1172) is a 300 MW natural gas steam turbine plant at 52.423°N 13.310°E in Berlin-Lichterfelde, matching the redispatch name exactly.",
ReserveKW Ingolstadt 4,1306,Ingolstadt,Hydro,739.8,medium,claude,"Ingolstadt (id=1306) is the only candidate explicitly named Ingolstadt; although listed as Hydro Run-Of-River with 739.8 MW it likely represents the Ingolstadt hard coal plant in TenneT's reserve, and 'block 4' refers to one of its generation units.",
Hannover (GKH) 2,743,Gkh,Hard Coal,272.0,high,claude,"GKH stands for Gemeinschaftskraftwerk Hannover; id=743 'Gkh' is the 272 MW hard coal steam turbine at 52.420°N 9.651°E in Hannover, matching the abbreviation and location exactly.",
LAUSWARD_AGUD,8669,Lausward Phase,Hard Coal,450.4,high,claude,"Lausward Phase (id=8669) is the hard coal steam turbine at 51.221°N 6.732°E (Düsseldorf-Lausward); 'AGUD' likely refers to the GUD (gas-and-steam) unit at Lausward operated by Stadtwerke Düsseldorf, and this is the only Lausward candidate.",
EGM_DTS,59521,Dts,Solid Biomass,28.448,medium,claude,"DTS matches id=59521 'Dts', a Solid Biomass Steam Turbine at 28.4 MW in Mannheim (49.536°N 8.465°E); EGM could stand for Energiegesellschaft Mannheim, and this is the only candidate with 'Dts' in the name under Amprion.",
OWP UW Emden-Ost,138696,Uw,Wind,2.35,medium,claude,"OWP UW Emden-Ost refers to an offshore wind park connected via an onshore substation (Umspannwerk) near Emden-Ost; id=138696 'Uw' is a Wind Onshore entry at 53.637°N 7.502°E near Emden, making it the best available match.",
WP Jardelund,159438,Wp Jardelund,Wind,36.825,high,claude,"Wp Jardelund (id=159438) is a 36.8 MW Wind Onshore park at 54.853°N 9.207°E, directly matching the redispatch name 'WP Jardelund' in both name and location.",
GERSTEINW_DTG2 (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"Gersteinwerk (id=691) is the large natural gas CCGT at 51.673°N 7.715°E; 'GERSTEINW_DTG2' clearly refers to a gas turbine unit (DTG2) at the Gersteinwerk, which is the only Gerstein candidate with the scale to match.",
HKW BARMEN 1,1528,Barmen,Natural Gas,143.2,high,claude,"Barmen (id=1528) is a 143.2 MW Natural Gas CCGT plant at 51.269°N 7.200°E in Wuppertal-Barmen, directly matching 'HKW BARMEN 1' (Heizkraftwerk Barmen block 1).",
50H UW Wustermark,154123,Windpark Wustermark Eins Gmbh Co Kg,Wind,9.9,high,claude,"Windpark Wustermark Eins GmbH Co KG (id=154123) is a 9.9 MW Wind Onshore plant at 52.541°N 12.893°E near Wustermark, matching the substation/UW name in the redispatch entry.",
WP Wilstermarsch,85545,Ls,Wind,3.0,medium,claude,"Wilstermarsch is a marsh area near Wilster in Schleswig-Holstein; id=85545 'Ls' is a 3.0 MW Wind Onshore plant at 53.907°N 9.267°E, which is the closest geographically to the Wilstermarsch region among the candidates.",
Waldeck 6,29,Waldeck,Hydro,555.0,high,claude,"Waldeck (id=29) is the 555 MW Hydro Pumped Storage plant at 51.167°N 9.046°E; 'Waldeck 6' refers to unit/block 6 of the Waldeck pumped storage facility, which is well-known in TenneT's grid.",
Waldeck 5,29,Waldeck,Hydro,555.0,high,claude,"Waldeck (id=29) is the same 555 MW Hydro Pumped Storage plant; 'Waldeck 5' refers to unit 5 of the same facility, both blocks being part of the same registered plant entry.",
GERSTEINW_G (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"Gersteinwerk (id=691) is the 2053.5 MW natural gas CCGT at 51.673°N 7.715°E; 'GERSTEINW_G' refers to the gas turbine block G at Gersteinwerk, clearly matching this plant.",
Grosskraftwerk Mannheim Block 7,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,high,claude,Grosskraftwerk Mannheim (id=1083) is the 1983 MW hard coal steam turbine at 49.447°N 8.493°E; 'Block 7' specifies one of its generation units within this single registered plant entry.,
illwerke vkw AG,,,,,none,unmatched,"illwerke vkw AG is an Austrian utility operating hydro plants in Vorarlberg, Austria — none of the candidates match this operator or location. No plausible match among the listed candidates.",YES
WEISWEILERVGT_H3,258,Weissweiler,Lignite,2361.0,high,claude,"Weisweiler/Weissweiler is a large lignite power plant in the Aachen region (50.837°N 6.319°E), and the redispatch name 'WEISWEILERVGT' directly matches id=258 'Weissweiler' (Lignite Steam Turbine, 2361 MW).",
Kraftwerk Walheim GT D,596,Walheim,Hard Coal,380.0,high,claude,"Walheim is a hard coal power plant at 49.017°N 9.159°E (id=596), and the redispatch name explicitly references 'Kraftwerk Walheim' — the GT D suffix indicates a gas turbine block within that plant complex.",
50H Halle-Dieselstr HKW-BlockC,2776,Halle Trotha,Natural Gas,126.991,high,claude,"The name references Halle (Saale) and a Heizkraftwerk (HKW) block; id=2776 'Halle Trotha' is a Natural Gas CCGT plant of 127 MW located at 51.491°N 11.968°E, which is in Halle and is the only significant conventional CHP plant in Halle among the candidates.",
Ahrensfelde A (KapRes),3316,Gtkw Ahrensfelde,Natural Gas,148.416,high,claude,"Ahrensfelde is a gas turbine power plant (GTKW) near Berlin at 52.581°N 13.571°E (id=3316), directly matching the location and name; blocks A–D are individual units of this plant.",
Ahrensfelde B (KapRes),3316,Gtkw Ahrensfelde,Natural Gas,148.416,high,claude,"Same as Ahrensfelde A — id=3316 'Gtkw Ahrensfelde' (Natural Gas CCGT, 148.4 MW) is the only matching Ahrensfelde plant in the candidate list; block B is another unit of the same plant.",
Ahrensfelde C (KapRes),3316,Gtkw Ahrensfelde,Natural Gas,148.416,high,claude,Same as Ahrensfelde A/B — id=3316 'Gtkw Ahrensfelde' is the only Ahrensfelde power plant candidate; block C refers to another unit of this plant.,
Ahrensfelde D (KapRes),3316,Gtkw Ahrensfelde,Natural Gas,148.416,high,claude,Same reasoning as Ahrensfelde A/B/C — id=3316 'Gtkw Ahrensfelde' is the only matching plant in the list; block D is a further unit of this gas turbine power plant.,
Netzreservekraftwerk KMW 2 DT,,,,,none,unmatched,"KMW 2 DT likely refers to Kraftwerk Mitte (e.g. in Dresden/Erfurt), but no candidate in the list clearly matches this plant by name, location or capacity.",YES
GERSTEINW_K1 (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"GERSTEINW directly matches id=691 'Gersteinwerk' (Natural Gas CCGT, 2053.5 MW, 51.673°N 7.715°E); K1 refers to unit/block 1 of the Gersteinwerk plant.",
OWP Nordergründe,94937,Owp Nordergrunde,Wind,110.70000000000002,high,claude,"id=94937 'Owp Nordergrunde' is an offshore wind park (Wind Offshore, 110.7 MW) which directly matches 'OWP Nordergründe' by name and energy type.",
CHEMIEPARK_MARL_KRAFTWERKE,1749,Chemiepark Marl,Hard Coal,627.8,high,claude,"id=1749 'Chemiepark Marl' (Hard Coal Steam Turbine, 627.8 MW, 51.688°N 7.095°E) is a direct name match to 'CHEMIEPARK_MARL_KRAFTWERKE'.",
NEURATH_F,272,Neurath,Lignite,4211.0,high,claude,"id=272 'Neurath' is the large lignite power plant (4211 MW, 51.038°N 6.612°E); 'NEURATH_F' refers to block F (BoA unit) of the Neurath plant.",
Frankfurt West 3,14409,Frankfurt Waste To Energy,Waste,75.0,low,claude,No candidate clearly named 'Frankfurt West' exists; id=14409 'Frankfurt Waste To Energy' is located in Frankfurt (50.162°N 8.637°E) but the name does not match well — however it is the closest Frankfurt-based conventional plant. The match is uncertain.,YES
Walchensee 1,751,Walchenseekraftwerk,Hydro,124.0,high,claude,"id=751 'Walchenseekraftwerk' (Hydro Reservoir, 124 MW, 47.630°N 11.338°E) is the famous Bavarian hydro plant directly matching 'Walchensee'; unit 1 is one of its turbine groups.",
Walchensee 4,751,Walchenseekraftwerk,Hydro,124.0,high,claude,Same plant as Walchensee 1 — id=751 'Walchenseekraftwerk' is the only Walchensee hydro plant in the candidates; unit 4 refers to another turbine group of the same plant.,
Silz 2 (Uniper),,,,,none,unmatched,"Silz refers to the Uniper pumped-storage/run-of-river hydro plant in Silz, Tyrol, Austria — no matching candidate is present in the list.",YES
Walchensee 3,751,Walchenseekraftwerk,Hydro,124.0,high,claude,Same as Walchensee 1/2/4 — id=751 'Walchenseekraftwerk' is the only Walchensee plant in the candidates; unit 3 is another turbine group.,
Walchensee 2,751,Walchenseekraftwerk,Hydro,124.0,high,claude,Same as the other Walchensee entries — id=751 'Walchenseekraftwerk' is the only matching candidate; unit 2 is another turbine group of this hydro plant.,
Netzreservekraftwerk GTKW-DA-POOL,8636,Swd Kwf Gtkw,Oil,86.2,medium,claude,"GTKW-DA-POOL likely refers to the SWD (Stadtwerke Düsseldorf) gas turbine power plant pool; id=8636 'Swd Kwf Gtkw' is an Oil OCGT at 51.225°N 6.815°E (Düsseldorf area), matching 'GTKW' and the Düsseldorf/DA operator context.",
Reservekraftwerk Marbach GT 3,3275,Marbach,Oil,735.9,high,claude,"Marbach is a known oil-fired gas turbine reserve power plant operated by TransnetBW near Stuttgart (48.927°N 9.231°E), and id=3275 'Marbach' is an Oil OCGT with 735.9 MW capacity matching the site.",
WEISWEILER_VGTG3,258,Weissweiler,Lignite,2361.0,high,claude,"Weisweiler is the large lignite power plant in the Aachen region (50.837°N 6.319°E); id=258 'Weissweiler' is a lignite steam turbine with 2361 MW, and VGTG3 refers to a gas turbine unit within that complex.",
Braunschweig HKWM GT31,8679,Bhkw Braunschweig,Natural Gas,10.4,medium,claude,"HKWM refers to Heizkraftwerk Mitte (district heating plant in the centre) in Braunschweig; id=8679 'Bhkw Braunschweig' is a Natural Gas CCGT located at 52.295°N 10.522°E, the closest Braunschweig gas plant in the candidate list.",
KNAPSACK_20,722,Knapsack,Natural Gas,1326.0,high,claude,Knapsack is a well-known natural gas CCGT facility near Hürth (50.859°N 6.845°E); id=722 'Knapsack' matches exactly with 1326 MW Natural Gas CCGT.,
Heizkraftwerk Gaisburg Block 3,,,,,none,unmatched,"Heizkraftwerk Gaisburg is a natural gas-fired CHP plant in Stuttgart, but none of the candidates match this specific plant by name, location, or capacity.",YES
GERSTEINW_GTF1 (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"GERSTEINW refers to Gersteinwerk, a large natural gas CCGT in Westphalia (51.673°N 7.715°E); id=691 'Gersteinwerk' matches exactly with 2053.5 MW Natural Gas CCGT.",
50H OWP Baltic 1+2,32090,Baltic,Wind,2.3,low,claude,"Baltic 1 and Baltic 2 are offshore wind farms in the Baltic Sea operated under 50Hertz; the candidates list individual turbines (ids 32078–32095) but id=32090 and id=32092 at ~54.6°N 12.6°E correspond to the smaller Baltic 1 turbines (2.3 MW, Vestas V90), while ids 32078–32089/32091/32093–32095 are Baltic 2 turbines (3.8 MW). Since the entry covers both parks combined and no single aggregate entry exists, id=32090 is selected as a representative Baltic 1 entry, though confidence is low as individual turbine entries don't perfectly represent the combined park.",YES
Markersbach (Standort),95,Psw Markersbach Pss,Hydro,1045.1999999999998,high,claude,Markersbach is a well-known pumped storage facility in Saxony (50.520°N 12.880°E); id=95 'Psw Markersbach Pss' matches exactly as a Hydro Pumped Storage with 1045.2 MW.,
Emden 4 GT (KapRes),3305,Gud Emden,Natural Gas,52.0,medium,claude,"Emden has a GUD (combined-cycle) plant; id=3305 'Gud Emden' is a Natural Gas CCGT at 53.341°N 7.210°E near Emden, which is the best match for a gas turbine unit at that location.",
Goldisthal (Standort),10,Psw Goldisthal Pss,Hydro,1052.0,high,claude,Goldisthal is a major pumped storage facility in Thuringia (50.510°N 11.010°E); id=10 'Psw Goldisthal Pss' matches exactly with 1052 MW Hydro Pumped Storage.,
Pumpspeicherwerk Glems,182,Psw Glems,Hydro,90.0,high,claude,Pumpspeicherwerk Glems is a pumped storage plant in the Swabian Alb (48.505°N 9.287°E); id=182 'Psw Glems' matches exactly with 90 MW Hydro Pumped Storage.,
Eltmann,3304,Eltmann,Natural Gas,75.185,high,claude,Eltmann is a natural gas steam turbine power plant in Bavaria (49.984°N 10.654°E); id=3304 'Eltmann' matches exactly with 75.2 MW Natural Gas Steam Turbine.,
Braunschweig DT,8679,Bhkw Braunschweig,Natural Gas,10.4,medium,claude,"DT likely refers to a Dampfturbine (steam turbine) unit at the Braunschweig heating plant; id=8679 'Bhkw Braunschweig' is the only Braunschweig-specific entry in the candidates, located at 52.295°N 10.522°E.",
Braunschweig GT,8679,Bhkw Braunschweig,Natural Gas,10.4,medium,claude,"GT refers to the gas turbine unit at the Braunschweig power plant; id=8679 'Bhkw Braunschweig' is the only explicitly Braunschweig-named candidate, a Natural Gas CCGT at 52.295°N 10.522°E.",
Pumpspeicherwerk Säckingen RZ TNG,297,Sackingen,Hydro,429.0,high,claude,Säckingen (Säckingen) is a pumped storage plant on the Rhine near Bad Säckingen (47.562°N 7.955°E); id=297 'Sackingen' matches exactly with 429 MW Hydro Pumped Storage.,
Hannover (GKH) 1,743,Gkh,Hard Coal,272.0,high,claude,"GKH stands for Gemeinschaftskraftwerk Hannover; id=743 'Gkh' is a Hard Coal Steam Turbine with 272 MW at 52.420°N 9.651°E, exactly matching the Hannover GKH plant.",
KMW_KW5,,,,,none,unmatched,KMW likely refers to Kraftwerk Mainz-Wiesbaden; none of the candidates clearly correspond to this plant by name or location with sufficient confidence.,YES
50H Parchim,97875,Pja,Oil,2.0,low,claude,"Parchim is a town in Mecklenburg-Vorpommern; id=97875 'Pja' is an Oil Combustion Engine at 53.034°N 11.340°E which is geographically close to Parchim (53.43°N 11.85°E), making it the best available match though confidence is low given the abbreviated name.",YES
